name|accuracy|params|tags|id
ResNet-9|94.79|null|[']']|2203.15331v2
Stochastic Depth|94.77|null|[']']|1603.09382v3
VGG-19 with GradInit|94.71|20.03M|[']']|2102.08098v3
ResNet20 with reSGHMC|94.62|null|['ResNet']|2008.05367v3
PDO-eConv (p6m,0.37M)|94.62|null|[']']|2007.10408v2
Evolution|94.6|null|[']']|1703.01041v2
RL+NT|94.6|null|[']']|1707.04873v2
Convolutional Performer for Vision (CPV)|94.46|1.3M|['Xformer']|2201.10271v1
ResNet+ELU|94.4|null|['ResNet']|1604.04112v4
Deep Complex|94.4|null|[']']|1705.09792v4
PDO-eConv (p6,0.36M)|94.35|null|[']']|2007.10408v2
Stochastic Optimization of Plain Convolutional Neural Networks with Simple methods|94.29|4.3M|[']']|2001.08856v1
Fitnet4-LSUV|94.2|null|[']']|1511.06422v7
ResNet 9 + Mish|94.05|null|['ResNet']|1908.08681v3
Tree+Max-Avg pooling|94.0|null|[']']|1509.08985v2
Standard ACNet|94|null|[']']|1904.03579v1
SA quadratic embedding|93.8|null|[']']|1911.03584v2
kEffNet-B0 32ch|93.75|1.06M|[']']|null
OTTT|93.73|null|['SNN']|2210.04195v2
SSCNN|93.7|null|[']']|1409.6070v1
NNCLR|93.7|null|[']']|2104.14548v2
Tuned CNN|93.6|null|[']']|1502.05700v2
Exponential Linear Units|93.5|null|[']']|1511.07289v5
BNM NiN|93.3|null|[']']|1511.02583v1
Universum Prescription|93.3|null|[']']|1511.03719v7
CMsC|93.1|null|[']']|1511.05635v1
kMobileNet V3 Large 16ch|92.74|0.40M|[']']|null
NiN+APL|92.5|null|[']']|1412.6830v3
VDN|92.4|null|[']']|1507.06228v2
ResNet|92.3|null|[']']|2105.04319v3
SWWAE|92.2|null|[']']|1506.02351v8
FlexTCN-7|92.2\u00b10.1|0.67M|[']']|2110.08059v3
ReActNet-18|92.08|null|[']']|2104.08215v1
ResNet v2-20 (Mish activation)|92.02|null|['ResNet']|1908.08681v3
Context-Aware DNN tree|92.01|null|[']']|null
DSN|91.8|null|[']']|1409.5185v2
BinaryConnect|91.7|null|[']']|1511.00363v3
CLS-GAN|91.7|null|[']']|1701.06264v6
MIM|91.5|null|[']']|1508.00330v2
Spectral Representations for Convolutional Neural Networks|91.4|null|[']']|1506.03767v1
DLME (ResNet-18, linear)|91.3|null|[']']|2207.03160v2
RMDL (30 RDLs)|91.21|null|[']']|1805.01890v2
Network in Network|91.2|null|[']']|1312.4400v3
ResNet-26 (Trainable Activations)|91.1|0.366M|[']']|null
ResNet-32 (Trainable Activations)|90.9|0.464M|[']']|null
kDenseNet-BC L100 12ch|90.83|0.35M|[']']|null
Deep Networks with Internal Selective Attention through Feedback Connections|90.8|null|[']']|1407.3068v2
Maxout Network (k=2)|90.65|null|[']']|1302.4389v4
ResNet-18|90.65|null|[']']|1911.05329v1
DNN+Probabilistic Maxout|90.6|null|[']']|1312.6116v2
GP EI|90.5|null|[']']|1206.2944v2
ResNet-44 (Trainable Activations)|90.5|0.658M|[']']|null
ResNet-20 (Trainable Activations)|90.4|0.269M|[']']|null
SEER (RegNet10B)|90|null|[']']|2202.08360v2
kMobileNet 16ch|89.81|0.24M|[']']|null
APAC|89.7|null|[']']|1505.03229v1
ensemble of 7 models|89.4|null|[']']|1710.09829v2
DCNN+GFE|89.1|null|['DCN']|1710.02286v1
DCNN|89|null|['DCN']|null
ResNet-14 (Trainable Activations)|89.0|0.172M|[']']|null
MCDNN|88.8|null|[']']|1202.2745v1
RReLU|88.8|null|[']']|1505.00853v2
ResNet-56 (Trainable Activations)|88.8|0.853M|[']']|null
Diffusion Classifier (zero-shot)|88.5|null|[']']|2303.16203v3
ReNet|87.7|null|[']']|1505.00393v3
An Analysis of Unsupervised Pre-training in Light of Recent Advances|86.7|null|[']']|1412.6597v4
ResNet-8 (Trainable Activations)|86.5|0.075M|[']']|null
cvpr_class|85.28|null|[']']|2110.00476v1
WaveMix|85.21|null|[']']|null
Stochastic Pooling|84.9|null|[']']|1301.3557v1
Improving neural networks by preventing co-adaptation of feature detectors|84.4|null|[']']|1207.0580v1
CCN|83.36|0.906075M|['Xformer']|2107.02239v4
CvN|83.26|null|[']']|2107.02239v4
CvP|83.19|null|[']']|2107.02239v4
UL-Hopfield (ULH)|83.1|null|[']']|1805.01033v1
DCGAN|82.8|null|[']']|1511.06434v2
CKN|82.2|null|[']']|1406.3332v2
Discriminative Unsupervised Feature Learning with Convolutional Neural Networks|82|null|[']']|null
Sign-symmetry|80.98|null|[']']|1510.05067v4
pFedBreD_ns_mg|80.63|null|[']']|2211.10684v2
1 Layer K-means|80.6|null|[']']|1511.06434v2
Learning with Recursive Perceptual Representations|79.7|null|[']']|null
LeViP|79.50|null|[']']|2107.02239v4
PCANet|78.7|null|[']']|1404.3606v2
Hybrid ViT+RoPE|76.9|null|[']']|2107.02239v4
FLSCNN|75.9|null|[']']|1503.04596v3
Hybrid Vision Nystromformer (ViN)|75.26|0.623706M|['Xformer']|2107.02239v4
Hybrid PiN|74|0.990298M|['Xformer']|2107.02239v4
SmoothNetV1|73.5|null|[']']|2205.04095v1
Vision Nystromformer (ViN)|65.06|0.530970M|['Xformer']|2107.02239v4
ANODE|60.6|null|[']']|1904.01681v3
TripleNet-B|null|null|[']']|2204.00943v4
efficient adaptive ensembling|null|null|[']']|2206.07394v3
ASF-former-B|null|null|[']']|2204.12196v2
ASF-former-S|null|null|[']']|2204.12196v2
GAC-SNN|null|null|[']']|2308.06582v1
Beta-Rank|null|null|[']']|2304.07461v2
SNN|null|null|[']']|2302.06279v3
DTFL|null|null|[']']|2312.05642v1
ExquisiteNetV2|null|0.518230M|[']']|2105.09008v5
DGPPF-ResNet18|null|0.57M|[']']|null
kEffNet-B0|null|0.64M|['EfficientNet']|null
ShortNet1-53|null|2.16M|[']']|2208.01424v3
ThresholdNet|null|15.32M|[']']|2108.12604v4
ThreshNet95|null|16.19M|[']']|2201.03013v2
APVT|null|22.88M|[']}]</script']|2203.00960v1
